pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
273,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2823,"Incorporation of developing country perspective in World Organisation for Animal Health (OIE) guidelines on prioritization of animal diseases for which vaccines could reduce antimicrobial use",608,"Activity 2.2.2 Establish protocols for survey of antimicrobial use and for monitoring AMR",,"The World Organisation for Animal Health (OIE) is a key institution for global veterinary policy and its outputs help regulate international trade of livestock and livestock products. The guideline was developed in support of the Global Action Plan on antimicrobial resistance (AMR) and helps to identify where private and public sector vaccine research and development activities should focus. ILRI's participation drew attention to developing country issues such as key diseases, challenges for vaccine uptake and the importance of delivery systems.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2823&cycle=Reporting&year=2018","0 - Not Targeted","2823_60"
274,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2829,"Creation of an enabling environment for improved land tenure reform in Uganda",810,"21. Quality of FTA research for development",,"Increased knowledge and understanding of the importance of tenure reform among NGOs, forest adjacent communities and technocrats. National stakeholders credited the project with being the main influence on how the gendered implications of forest tenure reform were understood nationally. 

","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=2829&cycle=Reporting&year=2018","0 - Not Targeted","2829_61"
275,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2830,"Outcome Evaluation Of Research For Development Work Conducted In Ghana And Sri Lanka Under The Resource, Recovery And Reuse (RRR) Subprogram of WLE",567,"WLE Program Management Unit",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2830&cycle=Reporting&year=2018",,"2830_58"
276,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2868,"About 3M households are cultivating CIP-related potato varieties in China and six countries in Southeast and South-Asia",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"This study documents the release and adoption of improved potato varieties (IVs) in seven major potato producing countries in Southeast, South, and East Asia. Data on varietal release from 1952 to 2015 was considered. Of over a total of 491 IVs released, 210 (43%) are adopted and cultivated; 63 of those are CIP-related IVs. In 2015, potato cultivated area was 7.6M ha and 97% was planted to IVs. 19% (1.4M ha) of this area was planted to CIP-related IVs. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/8c9333","1 - Significant","2868_259"
277,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2869,"In Southeast and South-Asia, CIP-related varieties cover 5% (164,000 ha) of the of the total area planted to sweetpotato (3.6M ha).",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"This study documents the release and adoption of improved sweetpotato varieties in eight major producing countries in Southeast, South, and East Asia. Data on varietal release shows that over a total of 434 varieties released, 195 (45%) are adopted and cultivated; 45 of the 434 are CIP-related varieties. In 2015, sweetpotato cultivated area was 3.6M ha and 88% was planted to improved varieties. 5% (164,000 ha) of this area was planted to CIP-related varieties. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/b0cd32","1 - Significant","2869_259"
278,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2870,"Adoption estimates of improved cassava varieties in nine countries in South and Southeast Asia indicate that 2.7 million hectares are grown using CIAT-related varieties",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Adoption estimates of improved cassava varieties indicate that out of 4.1 million of hectares of cassava production targeted in nine countries, 2.7 million (68%) are grown using CIAT-related varieties.  however, the level of adoption of varieties varies from country to country implying different level of success of different cassava genetic improvement programs in the region.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/209c16","0 - Not Targeted","2870_259"
279,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2871,"Kenya Plant Health Inspectorate Service (KEPHIS), research, development partners and private sector have joined forces to reduce the incidence of potato cyst nematodes in Kenya",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Evidence-based surveillance and management strategy to reduce the incidence and limit the spread of potato cyst nematodes is being developed and implemented in Kenya. Stakeholders from public, private and research for development sectors are collaborating to strengthen national capacity to cope with this new invasive threat.","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://hdl.handle.net/20.500.11766.1/c54f08","0 - Not Targeted","2871_259"
280,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2872,"Successful scaling up of biofortified crops to fight against hidden hunger in Nigeria, Tanzania and surrounding region through strong advocacy efforts and supportive policy environment",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"A multi-stakeholder partnership led by CIP contributed in making biofortification a priority in 11 national and regional policy and strategy documents and mobilized about $6.5M in Nigeria and Tanzania. It has influenced seven programmes and built capacities of 40+ agencies. Four learning toolkits developed, which trained 11,433 (5,976 female) change agents, who can lead gender-sensitive projects with a nutritious food-basket approach. 7 biofortified crop varieties have been fast tracked. Almost 1M households are growing biofortified crops in Tanzania and Nigeria","1 - Significant","0 - Not Targeted","2 - Principal","https://hdl.handle.net/20.500.11766.1/a276f4","0 - Not Targeted","2872_259"
281,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2873,"Proper infant and young child feeding practices provided by caregivers in Kenya were enhanced through promotion and continued nutrition education",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Nutrition education and psychosocial factors have a positive influence on the degree to which infant and young child feeding (IYCF) practices are used. After the intervention, about 21% of the women provided children with diverse diets, and 20% of the women had incorporated OFSP in the diets of young children. These findings imply that there is a need for continued nutrition education of caregivers on proper IYCF. ","0 - Not Targeted","2 - Principal","2 - Principal","https://hdl.handle.net/20.500.11766.1/55d169","0 - Not Targeted","2873_259"
282,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2874,"Feeding children's futures in rural Cambodia",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Since 2016, the Feed the Future Cambodia Rice Field Fisheries II project has supported 12,300 households in 134 community fish refuges (CFRs) to improve their food and nutrition security and to reduce poverty by applying good practices to conserve and increase fish stocks and improve nutrition. In 2018, the amount of fish caught has increased by 30%, 104,478 people have consumed more fish at home and the proportion of children under five eating small fish has increased by 50%.","1 - Significant","0 - Not Targeted","1 - Significant","https://hdl.handle.net/20.500.11766.1/132b9b","0 - Not Targeted","2874_269"
283,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2875,"Myanmar Government approved the Agricultural Development Strategy and the 'Naypyitaw Agreement' that enables the spread of nutritious and profitable rice-fish farming practices.",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Research demonstrates rice-fish systems enable families to grow enough fish to consume weekly, thereby having a positive effect on household nutrition, with particularly potential to increase nutrition status of children. Informed by FISH research and convening, the Myanmar Government approved the Agricultural Development Strategy and the 'Naypyitaw Agreement' that legitimizes and enables the spread of rice-fish practices.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/ac90d7","0 - Not Targeted","2875_269"
284,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2876,"Employment generation in the Egyptian aquaculture value chain",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Investing in aquaculture innovations has the potential to greatly increase profitability for fish farms in Egypt. Increasing profitability can be mainly achieved by cost savings through more efficient feed management rather than increased production. As an additional benefit, we have identified the contribution of aquaculture sector to job creation in Egypt. Potentially 19.1 Full Time Equivalent (FTE) jobs can be generated per 100t of produced fish along the entire aquaculture value chain in Egypt.","1 - Significant","1 - Significant","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/326a09","0 - Not Targeted","2876_269"
285,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2877,"Bringing the Arbuscular Mycorrhiza (AM) Biofertilizer in Uganda",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"In Uganda, the biofertilizers available on the market are often imported and economically out of reach for many smallholder farmers. In a joint effort, national and international partners have carried out the first competence transferral training in Uganda to produce arbuscular mycorrhiza (AM) biofertilizer for inoculation. Protagonists of this pivotal activity were students and staff of the Makerere University and Uganda NARO, now able to foster the uptake of AM nationally for increased food security.","0 - Not Targeted","1 - Significant","2 - Principal","http://hdl.handle.net/20.500.11766.1/9e04e1","0 - Not Targeted","2877_279"
286,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2878,"Scaling-up Participatory Research of High Yielding Pigeonpea Hybrids: Enabling the Potential for Increased Productivity of Smallholders Farmers Sharing Best Practices and Improved Seeds",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"To harness the potential benefits of hybrid pigeonpea in the targeted states, ICRISAT-led consortium provided technical support to formulate, monitor and demonstrate science-led best management practices to cover 7500 ha area in five states directly and 100000 ha indirectly. The consortium of DoAs, SAUs, KVKs, NGOs, CBOs and progressive farmers worked towards promoting best bet practices viz, balanced nutrient management, BBF/R&F, dibbling, nipping, integrated approach in pest/weed management/irrigation management etc. ","0 - Not Targeted","0 - Not Targeted","2 - Principal","http://hdl.handle.net/20.500.11766.1/88bab5","0 - Not Targeted","2878_279"
287,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2879,"Efficient Legume Seed Systems for Better Smallholder Farmers’ Livelihoods in the Semi-Arid Tropics",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The project supported production of 36123.06 tons of certified/ Quality Declared Seed (QDS) that could plant about 619,017 ha of land at an average seed rate of about 60kg/ha across crops. With this area under legumes and with average productivity of 1.096t/ha, an estimated 677,862 tons of grain valued at USD 353.71 million will be produced. This is estimated that the project has a potential of reaching 1,130,731 households at an average landholding of about 0.5 ha/household.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","http://hdl.handle.net/20.500.11766.1/278ed8","0 - Not Targeted","2879_279"
