pk_id_milestone,version,date_from,date_to,"pk",milestone_id,"milestone_title",milestone_year,"outcome_description",outcome_target_year
732,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000233-256",3000233,"M4.7 Partnership models and value chain approaches tested to strengthen institutional capacity for scaling",0,"Outcome 4.7: 60 development-focused organizations, including women's networks and alliances, having increased their capacity for innovation (e.g. enhanced human capital and improved collaboration network in relevant domains) to scale up fuller utilization of RTB",0
733,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000234-256",3000234,"M5.1 Trade-offs and synergies among different SDI options for market-driven household income improvement in RTB-based farming systems analyzed in at least 2 target countries",0,"Outcome 5.1: Income increased by 20% for at least 550,000 HH",0
734,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000235-256",3000235,"M5.2 Scaling strategies assessed and recommendations formulated in at least two technology x country combinations",0,"Outcome 5.2: Whole-farm productivity increased by 25% for at least 1,000,000 HH",0
735,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000236-256",3000236,"M5.3 Partnership arrangements in RTB-related agriculture for nutrition interventions documented in target countries",0,"Outcome 5.3: Diet quality indices increased by 20% for at least 300,000 farmer households",0
736,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000237-256",3000237,"M5.4 In at least 3 RTB-related farming systems, effects of selected SDI approaches on soil water and nutrient cycles assessed and documented",0,"Outcome 5.4: Improved soil management practices adopted on at least 200,000 ha cultivated by smallholder farmers",0
737,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000238-256",3000238,"M5.5 Households options for improving their resilience to climate risks and extremes assessed in RTB-related farming systems in 5 countries",0,"Outcome 5.5: Capacity to deal with climate risks and extremes increased for at least 500,000 HH",0
738,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000239-256",3000239,"M5.6 Gender-responsive assessments of RTB value chains realized in at least two countries",0,"Outcome 5.6: At least 35% increase in number of female and young beneficiaries of at least 200,000 HH perceive to have better control over assets and resources",0
739,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000240-256",3000240,"M5.7 Tools and methods for CapDev on gender responsive and transformative approaches developed",0,"Outcome 5.7: RTB delivery flagships and at least 55 research and development partner organizations with more gender-responsive planning and implementation processes, reflected in at least 5 additional collaborative arrangements with public sector and civil society organizations supporting gender transformation",0
740,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000241-256",3000241,"M5.8 At least 1 systems innovation coalition established in 5 countries selected for site integration and problem identification and prioritization exercises conducted",0,"Outcome 5.8: At least 66 cases where RTB crops/technologies are newly included in policies or programs executed by government agencies, NGOs, and/or private sector",0
741,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000242-256",3000242,"M5.9 At least 4 ex post impact studies completed",0,"Outcome 5.8: At least 66 cases where RTB crops/technologies are newly included in policies or programs executed by government agencies, NGOs, and/or private sector",0
742,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000243-256",3000243,"M5.10 20 individuals (50% female) trained through long term programs (e.g. MSc and PhD students)",0,"Outcome 5.9: At least 1,500 research/development staff in RTB and in mixed-type partner organizations across prime target countries with strengthened research and innovation capacities including gender-responsive and transformative research",0
743,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000244-256",3000244,"M1.1 Advanced tools applied for genomic mapping and editing for all RTB crops",0,"Outcome 1,1: For each RTB crop, populations with at least 3 end-users preferred traits and adapted to 2 targeted regions are available (For more details please refer to Table FP1,4)",0
744,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000245-256",3000245,"M1.2 Participatory methods for trait definition and selection (including at least 30% of female participants) used in at least (5) RTB/partners’ joint assessments",0,"Outcome 1,2: Across RTB crops, average 25% reduction of time needed for traits discovery and incorporation into breeding pipelines",0
745,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000246-256",3000246,"M1.3 Best practices and existing systems for assessing and monitoring the conservation status of RTB wild relatives and landraces identified",0,"Outcome 1,3: Conservation status of wild relatives and landraces of at least 3 RTB crops improved in 3 key hotspots",0
746,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000247-256",3000247,"M4.2 Baseline of efficiencies and processing losses available for 5 local SME types in 3 countries",0,"Outcome 4.2: 20,000 small scale processors, 30 % of which are female, reduced water- and energy- related production costs by 15-20% in cassava sector with growing spillover in other RTB crops",0
747,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000248-256",3000248,"M5.11 Comparative assessment of scaling models (desk study)",0,"Outcome 5.10: At least 5 partnerships and scaling models tested in a minimum of 5 target countries and adjusted to be fit for purpose",0
748,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000249-17",3000249,"Ex-ante impact assessments identify potential opportunities, threats and game changes for WHEAT to support outcomes 1.1, 1.2, 1.3",0,"1.9 Last mile provider (extension partners, farmer organization, community-based organizations, private sector) increased access and promotion of technologies to farmers",0
749,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000250-17",3000250,"Adoption and impact studies on technologies– rolling plan based on progress of technologies along the theory of change",0,"1.8 National and regional policy makers improved policy-making and increased investment based on evidence",0
750,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000251-17",3000251,"Gender / social inclusion lenses will be applied to 2 to 4 WHEAT innovation pipelines and assessments",0,"1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies",0
751,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000252-17",3000252,"Preparation and roll-out of rapid value chain assessments with proper gender lens conducted to identify opportunities and bottlenecks in WHEAT",0,"1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies",0
752,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000253-17",3000253,"Increased use of open-access databases to store and share WHEAT data.",0,"2.4 Crop researchers worldwide increased use of novel germplasm and tools for validation, refinement and development of products",0
753,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000254-17",3000254,"New alleles for heat and drought, other climate change-related traits identified, validation work initiated, and incorporated into the breeding pipeline",0,"2.4 Crop researchers worldwide increased use of novel germplasm and tools for validation, refinement and development of products",0
754,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000255-17",3000255,"Improved precision of GS models using high throughput phenotyping and/or environmental data",0,"2.4 Crop researchers worldwide increased use of novel germplasm and tools for validation, refinement and development of products",0
755,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000256-17",3000256,"Greater number of experimental, pre-bred germplasm lines, incorporating enhanced drought, heat and yellow rust tolerance or resistance, available for evaluation and use by partners.",0,"2.5 Breeders develop improved varieties more efficiently through greater access and use of documented germplasm and tools",0
756,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000257-17",3000257,"No 2017 milestone, but 2018 is:National regulators of variety release and seed supply provide enabling environment to speed up release of improved varieties and farmers’ access to quality seed, in 2-3 target countries",0,"3.6 National regulators of crop variety release improved enabling environment to speeding-up release of improved varieties (merge with 3.5 National partners increased improved variety release)",0
757,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000258-17",3000258,"No 2017 or 2018 milestone, but 2019 is: Greater farmer adoption of released varieties (based on CGIAR research) in specific WHEAT target countries, compared to 1994-2014 average",0,"3.12 Non-and –subsistence farmers adopted improved varieties",0
758,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000259-17",3000259,"No 2017 milestone, but 2018 is:Improved knowledge of genetic basis of climate change adaptation on global scale thru combination of GS, platforms, unified databases",0,"3.3 Partner breeding teams improved breeding processes by adopting new technologies, methodologies, genetic resources",0
759,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000260-17",3000260,"Initiate Global Pests & Diseases Observatory with user inputs, to monitor, assess races/biotypes of key diseases and pests",0,"3.2 Partner breeding teams increased multidisciplinary and multi-institutional collaboration (merge with: Partner breeding teams improved breeding processes by adopting new technologies, methodologies, genetic resources)",0
760,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000261-17",3000261,"No 2017 milestone, but 2018 is:Develop wheat with enhanced healthy properties: reduce chronic diseases risk (incl high content dietary fiber to address obesity)",0,"3.8 Farmer organizations increased access, promotion, adoption of improved varieties to farmers (gender and other social identities as customer attributes in relation to seed diffusion interventions, including varietal promotion and replacement)",0
