pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
983,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4132,"The Ministry of Agriculture and Rural Development in Cameroon enacts protocols to tests for Distinctness Uniformity and Stability and Value for Cultivation and Use ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The RTB innovation is technical backstopping for the co- development of Distinctness, Uniformity, Stability and Value for Cultivation and Use test protocols for all potato variety release. Potato breeding programs will benefit from streamlined protocols to officially register potato varieties under the C category of the national catalogue. The Ministry in charge of agriculture will benefit from increased availability of open access varieties and other stakeholders like the Cameroonian University of Dschang in capacity development as implementers of the protocols","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://hdl.handle.net/20.500.11766.1/31bb9a","1 - Significant","4132_287"
984,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4133,"More than 180,000 farmers are supported with practices to control the Banana Xanthomonas Wilt (BXW) disease in Burundi, Uganda and Democratic Republic of Congo",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Based on research by RTB/Alliance and partners, farmers in East and Central Africa are supported with practices to control Banana Xanthomonas Wilt (BXW). An improved control package, ‘Single Diseased Stem Removal’ (SDSR), has been promoted to more than 180,000 farmers. Further, capacities of extension services and their staff in Burundi, Uganda and Democratic Republic of the Congo on BXW control were strengthened.","1 - Significant","0 - Not Targeted","1 - Significant","https://hdl.handle.net/20.500.11766.1/087f64","0 - Not Targeted","4133_287"
985,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4134,"Nigeria releases five cassava varieties developed with genomics-assisted breeding and consumer preference studies",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The NextGen Cassava project, implemented by the International Institute of Tropical Agriculture (IITA) and the National Root Crops Research Institute (NRCRI) has used genomics-assisted breeding to rapidly breed new cassava varieties demonstrated to meet the preferences of farmers and consumers. Five new varieties were released on 17 December 2020 by Nigeria’s National Release Committee. Other new varieties are in the pipeline in Uganda and Tanzania.","1 - Significant","0 - Not Targeted","1 - Significant","https://hdl.handle.net/20.500.11766.1/fd6a20","0 - Not Targeted","4134_287"
986,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4135,"The Ministry of Agriculture in Ethiopia adopts the National Potato and Sweetpotato Strategy, which support 1,000,000 potato farmers to improve productivity of potato farming systems",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The National Government will use the Ethiopia National Potato and Sweetpotato Strategy to guide decisions and investments to develop the potato value chain and identify the stakeholders to implement the strategy. The strategy will support the 1,000,000 potato farmers in Ethiopia to improve productivity of potato farming systems and efficiencies and equity along the value chain. ","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://hdl.handle.net/20.500.11766.1/88769f","0 - Not Targeted","4135_287"
987,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4136,"Government of Rwanda adopts standards for quality declared seed (QDS) of cassava, making formal seed available for Rwandan farmers",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The International Institute of Tropical Agriculture (IITA) collaborated with the Rwanda Standards Board (RSB), which approved standards for all seed categories, from pre-basic to quality declared seed (QDS). This will make it easier for farmers to obtain cassava seed that is certified to be free of pests and diseases, especially cassava brown streak disease (QBSD). This clean seed will help to manage diseases, increase farmers’ yields and improve the market for Rwandan cassava. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://hdl.handle.net/20.500.11766.1/be6190","0 - Not Targeted","4136_287"
988,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4137,"Farmers cooperatives, seed companies, and private organizations adopt heat-tolerant, disease-resistant potato clones developed by CIP in Rwanda",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"CIP is making potato clones available to national agricultural research institutes to evaluate for late blight-resistance, and heat-tolerance. In 2018, 21 clones were assessed in Rwanda and the top 5 were released in 2019 with subsequent use by farmers cooperatives, seed companies, and private organizations in 2020.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://hdl.handle.net/20.500.11766.1/b14484","0 - Not Targeted","4137_287"
989,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4138,"Triple S allows more than 67,000 smallholders to produce sweetpotato seed in areas with a long dry season across 8 Sub-Saharan African countries",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Triple S (storage, sand, sprouting) is a low-cost, practical method to store sweetpotato roots in sand to use as planting material. Triple S was developed by CIP with smallholder farmers taking into consideration youth groups to make healthy seed available on farms at the start of the rainy season. The technique has been validated in eight sub-Saharan African countries and has been scaled to 57,655 farmers (66.5% women) in Ghana and to 9,958 farmers (25% women) in Ethiopia (7). ","2 - Principal","2 - Principal","1 - Significant","https://hdl.handle.net/20.500.11766.1/74d402","1 - Significant","4138_287"
990,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4140,"Private-public sector partnership established that a gender-equitable, economically-viable value-chain using orange-fleshed sweetpotato purée as a key processed productan ingredient is achievable and sustainable in Rwanda",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The Rwanda Superfoods private-public partnership led by CIP established the superiority of using pro-vitamin A-rich orange-fleshed sweetpotato purée instead of flour as a partial wheat-flour substitute in biscuits and doughnuts.  Gender-sensitive design ensured that 75% of the 516 smallholders supplying the processor were women, who sold roots valued on average at $277 annually versus $143 for men.  The processor sold $364,410 of OFSP products during the project and continues to sell them at 11 stores throughout the country in 2021","2 - Principal","1 - Significant","2 - Principal","https://hdl.handle.net/20.500.11766.1/f324e6","1 - Significant","4140_287"
991,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4142,"The application of the Participatory Market Chain Approach (PMCA) stimulated inclusive innovation in diverse value chains benefiting over 100,000 smallholders in Peru and elsewhere ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"After 2002, the International Potato Center (CIP) developed the Participatory Market Chain Approach (PMCA) in the Andes, innovating with native potatoes and other value chains adapting to changing climate (2, 3). Since then, the PMCA has been used with value chain actors using several capacity development tools, building trust and launching new products in Uganda, Kenya, Bangladesh, Nepal, India, the Philippines, Indonesia, Albania and elsewhere. The PMCA has been taken up by many partners involving women, youth groups.","2 - Principal","2 - Principal","2 - Principal","https://hdl.handle.net/20.500.11766.1/6f4cc1","1 - Significant","4142_287"
992,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4143,"Use of Efficient Small scale Flash Dryer by eleven private cassava flour/starch processors led to increased profitability in Democratic Republic of Congo, Nigeria and Colombia",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Efficient small-scale flash drying is an innovation that the program scaled out to eleven private cassava flour processors and equipment manufacturers from D.R. Congo, Nigeria and Colombia. Beneficiaries increased their processing capacity by 20 to 50% when upgrading from other artificial drying systems, and by up to 400% when replacing open-air solar drying. Other beneficiaries who upgraded their existing flash dryers increased the profitability of their process by up to 10% thanks to reduced fuel consumption.","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://hdl.handle.net/20.500.11766.1/0d4ea6","1 - Significant","4143_287"
993,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4145,"Up to 50,000 Bangladeshi women and their households adopted better child feeding practices, and other health measures, while growing and eating OFSP (orange-fleshed sweetpotatoes)",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The International Potato Center (CIP) and partners in Bangladesh trained community nutrition scholars (CNS) to share health, hygiene and nutrition information with 5,000 mothers of small children. Households received seed and produced improved varieties of salt-tolerant orange-fleshed sweetpotato (OFSP) and potato varieties, to improve household diets. Interviewed participants shared information with an average of ten other people, so an estimated 50,000 households benefited from the innovations shared with the 5,000 direct project beneficiaries.","2 - Principal","2 - Principal","2 - Principal","https://hdl.handle.net/20.500.11766.1/ae5e73","0 - Not Targeted","4145_287"
994,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4146,"Potato variety ""Victoria"" adoption in Uganda generated gross benefits of USD 1.04 billion from the period 1991-2016 for potato farmers",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Uganda has around 39,000 ha of potato (FAOSTAT), and the potato area in Uganda range from 0.24 ha/household (Mbowa et al. 2016) and 0.76 ha/household (Priegnitz et al., 2019). Victoria became the largest potato variety cultivated in Uganda, accounting for 53.6% of potato area in 2010. By extrapolating average potato area and adoption percentage, between 27,500 to 87,100 households cultivated Victoria. The estimated present value of the gross benefits from Victoria adoption is USD 1.04 billion from the period 1991-2016","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/d497b3","0 - Not Targeted","4146_287"
995,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4147,"New seed policy in Tanzania for cassava explicitly recognizes the special qualities and challenges of planting material for this vegetatively propagated crop (VPC)",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Many developing countries have seed laws based on the true seed of cereals and legumes, while the vegetative planting material of crops like cassava is bulkier, more perishable, and likely to carry pests and diseases than true seed. The International Institute of Tropical Agriculture (IITA) partnered with Mennonite Economic Development Associates (MEDA) to build capacity in Tanzania’s Ministry of Agriculture to certify cassava seed. The Government of Tanzania enacted new rules for seed certification, specifically designed for cassava.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://hdl.handle.net/20.500.11766.1/30af14","0 - Not Targeted","4147_287"
