pk_id_milestone,version,date_from,date_to,"pk","milestone_id","milestone_title",milestone_year,"outcome_description",outcome_target_year
2511,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-17401_104","38-97-17401","In at least 1 setting, farmers are using methods developed in participatory research which reduce vector risk",2021,"Agricultural practices modified to reduce health risks",2022
2512,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-17401_59","38-97-17401","In at least 1 setting, farmers are using methods developed in participatory research which reduce vector risk",2021,"Agricultural practices modified to reduce health risks",2022
2513,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-17402_104","38-97-17402","At least 1 key national agricultural research authority issues recommendations that promote agricultural production methods that reduce vector risk and improve human health.   ",2022,"Agricultural practices modified to reduce health risks",2022
2514,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-17402_59","38-97-17402","At least 1 key national agricultural research authority issues recommendations that promote agricultural production methods that reduce vector risk and improve human health.   ",2022,"Agricultural practices modified to reduce health risks",2022
2515,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-300_104","38-97-300","Key areas of potential research collaboration identified and projects underway: 
1) Research project to integrate datasets for analysis (if interactions are identified by holders of datasets) established. 
(2) Rice/mosquito research agenda agreed with rice researchers, staff recruited and fieldwork designed and initiated.",2017,"Agricultural practices modified to reduce health risks",2022
2516,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-300_59","38-97-300","Key areas of potential research collaboration identified and projects underway: 
1) Research project to integrate datasets for analysis (if interactions are identified by holders of datasets) established. 
(2) Rice/mosquito research agenda agreed with rice researchers, staff recruited and fieldwork designed and initiated.",2017,"Agricultural practices modified to reduce health risks",2022
2517,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-301_104","38-97-301","Workshop convening senior national and sub-regional experts from the health, agriculture and environmental communities to discuss research priorities, including gender and equity issues.   ",2018,"Agricultural practices modified to reduce health risks",2022
2518,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-302_59","38-97-302","Use of risk maps used for contingency planning of outbreak response in one target country.",2019,"Agricultural practices modified to reduce health risks",2022
2519,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-303_59","38-97-303","Preparation and dissemination of synoptic review of current knowledge and research gaps regarding landscape-mediated effects of agriculture on vector-borne disease. ",2019,"Agricultural practices modified to reduce health risks",2022
2520,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-304_59","38-97-304","At least 1 agricultural research institution/authority in West Africa starts to include vector borne disease (VBD)-related indicators in routine evaluations and trials of alternative production methods. ",2019,"Agricultural practices modified to reduce health risks",2022
2521,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-305_104","38-97-305","Research partners scale-up trials of agricultural innovations that include vector indicators ",2020,"Agricultural practices modified to reduce health risks",2022
2522,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-305_59","38-97-305","Research partners scale-up trials of agricultural innovations that include vector indicators ",2020,"Agricultural practices modified to reduce health risks",2022
2523,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-306_104","38-97-306","At least 1 agricultural research institution/authority in East Africa starts to include vector borne disease (VBD)-related indicators in routine evaluations and trials of alternative production methods. ",2021,"Agricultural practices modified to reduce health risks",2022
2524,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"38-97-306_59","38-97-306","At least 1 agricultural research institution/authority in East Africa starts to include vector borne disease (VBD)-related indicators in routine evaluations and trials of alternative production methods. ",2021,"Agricultural practices modified to reduce health risks",2022
2525,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"39-97-307_104","39-97-307","At least 15 research organizations representing natural and social scientists from health and agriculture participate in theme-based symposia to identify and develop research areas, recognizing gender and equity issues",2017,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
2526,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"39-97-307_59","39-97-307","At least 15 research organizations representing natural and social scientists from health and agriculture participate in theme-based symposia to identify and develop research areas, recognizing gender and equity issues",2017,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
2527,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"39-97-309_59","39-97-309","30 partners, including policymakers, aware of evidence on prevalence, spatial distribution and burden of zoonoses in smallholder livestock systems for key countries",2019,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
2528,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"39-97-310_104","39-97-310","30 more partners, including policymakers, are made aware of an implementation plan based on results from testing of combined zoonotic disease control interventions in two sites, one in Africa (e.g., Uganda/Kenya) and the other in Asia (e.g. Vietnam/China)",2021,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
2529,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"39-97-310_59","39-97-310","30 more partners, including policymakers, are made aware of an implementation plan based on results from testing of combined zoonotic disease control interventions in two sites, one in Africa (e.g., Uganda/Kenya) and the other in Asia (e.g. Vietnam/China)",2021,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
2530,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"39-97-311_104","39-97-311","15 decision makers in national, regional, or global contexts use A4NH evidence in processes to inform policy and implementation for zoonoses prevention and control in livestock communities",2022,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
2531,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"39-97-311_59","39-97-311","15 decision makers in national, regional, or global contexts use A4NH evidence in processes to inform policy and implementation for zoonoses prevention and control in livestock communities",2022,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
2532,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"39-97-312_104","39-97-312","In collaboration with WHO, at least five national policy guidelines for cysticercosis control (China, India, Kenya, Uganda, and Vietnam), developed within the framework of NTD and agricultural development programs",2022,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
